car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,log_price,price_per_km,engine_per_seat
Maruti Swift Dzire,Maruti,Swift Dzire,6,65000,Dealer,Diesel,Manual,19.3,1248,73.9,5,475000,13.07107218827772,7.3076923076923075,249.6
Maruti Swift,Maruti,Swift,8,99426,Dealer,Diesel,Manual,22.9,1248,74.0,5,353000,12.77422616877261,3.550379176472955,249.6
Ford Figo,Ford,Figo,6,75000,Dealer,Diesel,Manual,25.83,1498,99.0,5,395000,12.886643575525625,5.266666666666667,299.6
Maruti Ciaz,Maruti,Ciaz,3,37000,Individual,Petrol,Manual,21.56,1462,103.25,5,700000,13.45883704259595,18.91891891891892,292.4
Honda Amaze,Honda,Amaze,3,40000,Dealer,Diesel,Manual,25.8,1498,98.6,5,725000,13.493928313146206,18.125,299.6
Maruti Wagon R,Maruti,Wagon R,6,52000,Dealer,Petrol,Manual,21.79,998,67.05,5,310000,12.644330802262578,5.961538461538462,199.6
Honda City,Honda,City,7,78000,Dealer,Diesel,Manual,26.0,1498,98.6,5,550000,13.217675375388819,7.051282051282051,299.6
Toyota Innova,Toyota,Innova,6,125000,Dealer,Diesel,Manual,12.8,2494,102.0,7,895000,13.704580114574805,7.16,356.2857142857143
Honda WR-V,Honda,WR-V,4,25656,Dealer,Petrol,Manual,17.5,1199,88.7,5,760000,13.541075028051122,29.62270034299969,239.8
Honda City,Honda,City,9,134532,Dealer,Petrol,Automatic,16.8,1497,116.3,5,440000,12.994532278619134,3.2705973300032705,299.4
Maruti Baleno,Maruti,Baleno,3,48000,Dealer,Diesel,Manual,27.39,1248,74.0,5,599000,13.303018546545275,12.479166666666666,249.6
Honda City,Honda,City,6,50000,Individual,Petrol,Manual,17.4,1497,117.3,5,620000,13.3374763699232,12.4,299.4
Hyundai Creta,Hyundai,Creta,6,76000,Dealer,Diesel,Manual,19.67,1582,126.2,5,800000,13.592368256649284,10.526315789473685,316.4
Maruti Baleno,Maruti,Baleno,4,25000,Dealer,Petrol,Manual,21.01,1197,81.8,5,625000,13.345508528717259,25.0,239.4
Honda City,Honda,City,6,73000,Dealer,Diesel,Manual,26.0,1498,98.6,5,540000,13.199326270390594,7.397260273972603,299.6
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,69550,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1295000,14.07402202531625,18.619698058950394,428.6
Maruti Ciaz,Maruti,Ciaz,5,28014,Dealer,Petrol,Manual,20.73,1373,91.1,5,603000,13.30967413408274,21.52495180980938,274.6
Hyundai Venue,Hyundai,Venue,1,1200,Dealer,Petrol,Manual,18.27,998,118.35,5,1075000,13.887832149776026,895.8333333333334,199.6
Hyundai Verna,Hyundai,Verna,5,33060,Dealer,Petrol,Manual,17.01,1591,121.3,5,625000,13.345508528717259,18.905021173623716,318.2
Maruti Swift Dzire,Maruti,Swift Dzire,4,25000,Dealer,Petrol,Automatic,22.0,1197,81.8,5,610000,13.321215875492413,24.4,239.4
Maruti Swift,Maruti,Swift,7,60001,Dealer,Diesel,Manual,25.2,1248,74.0,5,310000,12.644330802262578,5.166580556990716,249.6
Maruti Swift Dzire,Maruti,Swift Dzire,4,37001,Dealer,Petrol,Manual,21.21,1197,81.8,5,599000,13.303018546545275,16.188751655360665,239.4
Hyundai Creta,Hyundai,Creta,6,70000,Individual,Diesel,Manual,19.67,1582,126.2,5,890000,13.698977865303197,12.714285714285714,316.4
Honda Amaze,Honda,Amaze,7,71000,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000,12.765691290604371,4.929577464788732,299.6
Skoda Rapid,Skoda,Rapid,6,52000,Dealer,Diesel,Manual,21.14,1498,103.52,5,515000,13.151924121391561,9.903846153846153,299.6
Maruti Baleno,Maruti,Baleno,5,43000,Dealer,Petrol,Manual,21.01,1197,81.8,5,650000,13.384729180332174,15.116279069767442,239.4
Mahindra XUV500,Mahindra,XUV500,4,34000,Dealer,Diesel,Automatic,16.0,1997,140.0,7,1175000,13.976779556623864,34.55882352941177,285.2857142857143
Maruti Swift,Maruti,Swift,11,68000,Dealer,Petrol,Manual,22.0,1197,81.8,5,245000,12.409017571151187,3.6029411764705883,239.4
Ford Ecosport,Ford,Ecosport,5,143000,Individual,Diesel,Manual,22.77,1498,98.59,5,525000,13.171155446333852,3.6713286713286712,299.6
Mahindra XUV500,Mahindra,XUV500,8,47000,Dealer,Diesel,Manual,16.0,2179,140.0,7,650000,13.384729180332174,13.829787234042554,311.2857142857143
Maruti Wagon R,Maruti,Wagon R,8,40000,Dealer,Petrol,Manual,18.9,998,67.1,5,285000,12.560247968016562,7.125,199.6
Honda City,Honda,City,11,57000,Dealer,Petrol,Automatic,15.6,1497,116.3,5,350000,12.765691290604371,6.140350877192983,299.4
Maruti Swift,Maruti,Swift,8,65209,Dealer,Diesel,Manual,22.9,1248,74.0,5,330000,12.706850963741102,5.060651137112975,249.6
Maruti XL6,Maruti,XL6,2,7669,Dealer,Petrol,Automatic,17.99,1462,103.2,6,1175000,13.976779556623864,153.21423914460817,243.66666666666666
Ford Ecosport,Ford,Ecosport,6,50000,Dealer,Diesel,Manual,21.7,1498,98.96,5,560000,13.235693848424024,11.2,299.6
Maruti Wagon R,Maruti,Wagon R,8,64000,Dealer,CNG,Manual,26.6,998,58.16,5,270000,12.506180941677357,4.21875,199.6
Hyundai Grand,Hyundai,Grand,2,16415,Individual,Petrol,Manual,18.9,1197,81.86,5,515000,13.151924121391561,31.373743527261652,239.4
Honda City,Honda,City,3,12000,Individual,Petrol,Manual,17.4,1497,117.6,5,900000,13.710151153416941,75.0,299.4
Volkswagen Polo,Volkswagen,Polo,5,45000,Dealer,Petrol,Manual,16.2,1199,74.0,5,450000,13.017005083966255,10.0,239.8
Hyundai Grand,Hyundai,Grand,5,63000,Dealer,Petrol,Manual,18.9,1197,82.0,5,450000,13.017005083966255,7.142857142857143,239.4
BMW 3,BMW,3,9,50000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,845000,13.647093089770562,16.9,399.0
Maruti Wagon R,Maruti,Wagon R,14,30000,Individual,Petrol,Manual,18.9,1061,67.0,5,70000,11.156264806643742,2.3333333333333335,212.2
Maruti Ignis,Maruti,Ignis,4,29000,Dealer,Petrol,Manual,20.89,1197,81.8,5,520000,13.161586013632684,17.93103448275862,239.4
Maruti Ciaz,Maruti,Ciaz,6,52000,Dealer,Petrol,Manual,20.73,1373,91.1,5,565000,13.244582780038517,10.865384615384615,274.6
Hyundai Verna,Hyundai,Verna,9,62000,Dealer,Petrol,Manual,17.01,1591,121.3,5,420000,12.948012371209098,6.774193548387097,318.2
Honda WR-V,Honda,WR-V,4,35000,Dealer,Petrol,Manual,17.5,1199,88.7,5,765000,13.547632419997361,21.857142857142858,239.8
Hyundai i10,Hyundai,i10,9,73500,Dealer,Petrol,Manual,20.36,1197,78.9,5,240000,12.388398368982115,3.2653061224489797,239.4
Maruti Swift,Maruti,Swift,13,63248,Dealer,Petrol,Manual,16.1,1197,85.0,5,170000,12.04355959836804,2.6878320263091324,239.4
Maruti Ciaz,Maruti,Ciaz,6,49098,Dealer,Petrol,Manual,20.73,1373,91.1,5,585000,13.279368835614243,11.914945618966149,274.6
Volkswagen Polo,Volkswagen,Polo,9,90000,Individual,Diesel,Manual,22.07,1199,73.9,5,210000,12.25486757159303,2.3333333333333335,239.8
Maruti Swift Dzire,Maruti,Swift Dzire,4,59000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,675000,13.42246945133505,11.440677966101696,249.6
Honda Amaze,Honda,Amaze,2,45000,Dealer,Petrol,Automatic,18.3,1199,88.76,5,675000,13.42246945133505,15.0,239.8
Maruti Ciaz,Maruti,Ciaz,7,47000,Dealer,Diesel,Manual,26.21,1248,88.5,5,495000,13.112315061750808,10.53191489361702,249.6
Skoda Rapid,Skoda,Rapid,8,42000,Dealer,Petrol,Manual,15.0,1598,103.5,5,325000,12.691583538230217,7.738095238095238,319.6
Maruti Ciaz,Maruti,Ciaz,6,56000,Dealer,Diesel,Manual,28.09,1248,88.5,5,510000,13.1421679654829,9.107142857142858,249.6
Toyota Innova,Toyota,Innova,6,47000,Dealer,Diesel,Manual,12.99,2494,100.0,7,865000,13.670485941982712,18.404255319148938,356.2857142857143
Mahindra Marazzo,Mahindra,Marazzo,2,25000,Dealer,Diesel,Manual,17.3,1497,121.0,8,800000,13.592368256649284,32.0,187.125
Ford Aspire,Ford,Aspire,3,59012,Dealer,Diesel,Manual,25.83,1498,99.0,5,590000,13.28787951079572,9.997966515285027,299.6
Maruti Swift Dzire,Maruti,Swift Dzire,4,10000,Dealer,Petrol,Manual,21.21,1197,81.8,5,675000,13.42246945133505,67.5,239.4
BMW X3,BMW,X3,9,88000,Dealer,Diesel,Automatic,16.09,1995,184.0,5,1275000,14.058457520888082,14.488636363636363,399.0
Hyundai i20,Hyundai,i20,5,62000,Dealer,Petrol,Manual,17.0,1197,80.0,5,545000,13.208542908506082,8.790322580645162,239.4
Maruti Celerio,Maruti,Celerio,6,63000,Dealer,Petrol,Manual,23.1,998,67.04,5,385000,12.861001210669146,6.111111111111111,199.6
Honda Civic,Honda,Civic,11,45000,Dealer,Petrol,Manual,14.8,1799,130.2,5,310000,12.644330802262578,6.888888888888889,359.8
Maruti Eeco,Maruti,Eeco,2,17000,Dealer,Petrol,Manual,15.37,1196,73.0,7,390000,12.873904582205107,22.941176470588236,170.85714285714286
Hyundai i20,Hyundai,i20,7,63000,Dealer,Diesel,Manual,23.0,1396,90.0,5,365000,12.807655372286902,5.7936507936507935,279.2
BMW 3,BMW,3,7,18500,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1400000,14.151983508870947,75.67567567567568,399.0
BMW 3,BMW,3,10,72000,Dealer,Diesel,Automatic,16.07,1995,181.0,4,610000,13.321215875492413,8.472222222222221,498.75
Honda Jazz,Honda,Jazz,5,40000,Dealer,Petrol,Automatic,19.0,1199,88.7,5,630000,13.353476685668044,15.75,239.8
Toyota Innova,Toyota,Innova,6,35000,Individual,Diesel,Manual,12.99,2494,100.6,7,990000,13.805461232211272,28.285714285714285,356.2857142857143
Honda City,Honda,City,5,55000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,750000,13.527829818844937,13.636363636363637,299.4
Maruti Swift,Maruti,Swift,5,20000,Individual,Petrol,Manual,21.21,1197,81.8,5,450000,13.017005083966255,22.5,239.4
Honda City,Honda,City,4,33000,Dealer,Petrol,Manual,17.8,1498,119.35,5,790000,13.579789490265188,23.939393939393938,299.6
Mahindra XUV500,Mahindra,XUV500,5,70066,Dealer,Diesel,Manual,16.0,1997,140.0,7,785000,13.573440270649085,11.203722204778352,285.2857142857143
Maruti Vitara,Maruti,Vitara,5,58000,Dealer,Diesel,Manual,24.3,1248,88.5,5,690000,13.444448325847754,11.89655172413793,249.6
Honda CR-V,Honda,CR-V,5,62000,Dealer,Petrol,Automatic,14.4,1997,151.89,5,1450000,14.187074804051692,23.387096774193548,399.4
Maruti Wagon R,Maruti,Wagon R,9,62443,Dealer,Petrol,Manual,18.9,998,67.1,5,235000,12.367345048436391,3.7634322502121935,199.6
Hyundai i20,Hyundai,i20,6,60000,Dealer,Diesel,Manual,21.9,1396,90.0,5,350000,12.765691290604371,5.833333333333333,279.2
Mahindra Scorpio,Mahindra,Scorpio,5,55000,Dealer,Diesel,Manual,15.4,2179,120.0,8,975000,13.790193775620484,17.727272727272727,272.375
Hyundai i10,Hyundai,i10,11,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,165000,12.013706813470414,2.75,239.4
Maruti Alto,Maruti,Alto,14,40000,Dealer,Petrol,Manual,19.7,796,46.3,5,80000,11.289794413577894,2.0,159.2
Mahindra KUV,Mahindra,KUV,5,68000,Dealer,Diesel,Manual,25.32,1198,77.0,6,400000,12.899222326086994,5.882352941176471,199.66666666666666
Honda Amaze,Honda,Amaze,7,45892,Dealer,Diesel,Manual,25.8,1498,98.6,5,369000,12.818554633046093,8.040617101019786,299.6
Honda City,Honda,City,6,35000,Dealer,Diesel,Manual,26.0,1498,98.6,5,621000,13.339087971220277,17.742857142857144,299.6
Maruti Swift Dzire,Maruti,Swift Dzire,12,145000,Individual,Petrol,Manual,17.5,1298,85.8,5,175000,12.07254696717504,1.206896551724138,259.6
Audi A4,Audi,A4,8,33000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1349000,14.114874876479462,40.878787878787875,393.6
Hyundai Grand,Hyundai,Grand,2,25000,Individual,Petrol,Automatic,18.9,1197,81.86,5,570000,13.25339339419516,22.8,239.4
Mahindra XUV500,Mahindra,XUV500,6,57000,Dealer,Diesel,Manual,16.0,2179,140.0,7,925000,13.73755009757506,16.228070175438596,311.2857142857143
Honda Amaze,Honda,Amaze,7,87000,Dealer,Diesel,Manual,25.8,1498,98.6,5,375000,12.834683971615659,4.310344827586207,299.6
Hyundai Grand,Hyundai,Grand,3,15800,Dealer,Petrol,Automatic,18.9,1197,81.86,5,479000,13.079457964073546,30.31645569620253,239.4
Mahindra XUV500,Mahindra,XUV500,4,56000,Dealer,Diesel,Manual,16.0,2179,140.0,7,925000,13.73755009757506,16.517857142857142,311.2857142857143
Renault KWID,Renault,KWID,5,45000,Individual,Petrol,Manual,23.01,999,67.0,5,225000,12.323860125621126,5.0,199.8
Ford Figo,Ford,Figo,8,30000,Individual,Diesel,Manual,20.0,1399,68.05,5,250000,12.429220196836383,8.333333333333334,279.8
Hyundai i20,Hyundai,i20,3,25000,Dealer,Petrol,Manual,18.6,1197,81.86,5,550000,13.217675375388819,22.0,239.4
Hyundai Grand,Hyundai,Grand,3,36000,Dealer,Petrol,Manual,18.9,1197,81.86,5,520000,13.161586013632684,14.444444444444445,239.4
Hyundai i20,Hyundai,i20,5,22000,Dealer,Petrol,Manual,18.6,1197,81.83,5,549000,13.215855541983634,24.954545454545453,239.4
Toyota Fortuner,Toyota,Fortuner,8,60000,Individual,Diesel,Automatic,11.5,2982,169.0,7,1300000,14.077875591662238,21.666666666666668,426.0
Mahindra Thar,Mahindra,Thar,3,22000,Dealer,Diesel,Manual,16.55,2498,105.0,6,835000,13.635188201437066,37.95454545454545,416.3333333333333
Maruti Ertiga,Maruti,Ertiga,4,2100,Dealer,Petrol,Manual,19.01,1462,103.26,7,725000,13.493928313146206,345.23809523809524,208.85714285714286
Mahindra Scorpio,Mahindra,Scorpio,10,65001,Dealer,Diesel,Manual,12.05,2179,120.0,7,449000,13.014780393893403,6.90758603713789,311.2857142857143
Hyundai Verna,Hyundai,Verna,6,52323,Dealer,Diesel,Automatic,19.08,1582,126.2,5,665000,13.407543823396258,12.709515891672877,316.4
Honda Amaze,Honda,Amaze,5,15000,Individual,Petrol,Manual,18.0,1198,86.7,5,500000,13.122365377402328,33.333333333333336,239.6
Maruti Swift Dzire,Maruti,Swift Dzire,7,80000,Dealer,Petrol,Manual,19.0,1197,85.8,5,310000,12.644330802262578,3.875,239.4
Volkswagen Polo,Volkswagen,Polo,6,52752,Dealer,Petrol,Manual,18.78,1198,74.0,5,390000,12.873904582205107,7.393084622383985,239.6
Maruti Swift Dzire,Maruti,Swift Dzire,3,40000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,625000,13.345508528717259,15.625,239.4
Hyundai Verna,Hyundai,Verna,7,89000,Dealer,Diesel,Manual,22.32,1582,126.32,5,650000,13.384729180332174,7.303370786516854,316.4
Maruti Swift,Maruti,Swift,5,55000,Dealer,Diesel,Manual,25.2,1248,74.0,5,410000,12.923914877701906,7.454545454545454,249.6
Maruti Swift Dzire,Maruti,Swift Dzire,6,57000,Dealer,Petrol,Manual,21.21,1197,81.8,5,460000,13.038983942375959,8.070175438596491,239.4
Honda City,Honda,City,14,42000,Dealer,Petrol,Manual,17.7,1497,78.0,5,165000,12.013706813470414,3.9285714285714284,299.4
Ford Ecosport,Ford,Ecosport,6,42000,Dealer,Petrol,Automatic,14.7,1496,120.69,5,650000,13.384729180332174,15.476190476190476,299.2
Datsun GO,Datsun,GO,6,45000,Dealer,Petrol,Manual,19.02,1198,67.05,5,250000,12.429220196836383,5.555555555555555,239.6
Maruti Wagon R,Maruti,Wagon R,5,77950,Dealer,CNG,Manual,26.6,998,58.16,5,340000,12.73670383776449,4.361770365618987,199.6
Honda City,Honda,City,2,16000,Dealer,Petrol,Manual,17.4,1497,117.3,5,1090000,13.901689171636098,68.125,299.4
Mahindra Thar,Mahindra,Thar,6,64000,Dealer,Diesel,Manual,16.55,2498,105.0,7,750000,13.527829818844937,11.71875,356.85714285714283
BMW 5,BMW,5,9,69000,Dealer,Diesel,Automatic,18.48,1995,177.0,5,1350000,14.115615891155079,19.565217391304348,399.0
Maruti Swift Dzire,Maruti,Swift Dzire,7,45000,Dealer,Petrol,Manual,19.1,1197,85.8,5,420000,12.948012371209098,9.333333333333334,239.4
Hyundai i20,Hyundai,i20,6,48300,Dealer,Diesel,Manual,22.54,1396,88.73,5,485000,13.091906231773164,10.041407867494824,279.2
Maruti Ciaz,Maruti,Ciaz,4,47000,Dealer,Diesel,Manual,28.09,1248,88.5,5,700000,13.45883704259595,14.893617021276595,249.6
Maruti Swift Dzire,Maruti,Swift Dzire,3,9313,Dealer,Petrol,Automatic,21.21,1197,81.8,5,745000,13.521140839642674,79.99570492859444,239.4
Honda City,Honda,City,10,58568,Dealer,Petrol,Manual,16.8,1497,116.4,5,350000,12.765691290604371,5.975959568364978,299.4
Honda Amaze,Honda,Amaze,2,68000,Dealer,Diesel,Automatic,21.0,1498,78.9,5,800000,13.592368256649284,11.764705882352942,299.6
Honda Civic,Honda,Civic,10,70000,Individual,Petrol,Manual,14.8,1799,130.2,5,400000,12.899222326086994,5.714285714285714,359.8
Maruti Swift,Maruti,Swift,8,50000,Dealer,Diesel,Manual,22.9,1248,74.0,5,350000,12.765691290604371,7.0,249.6
Maruti Ertiga,Maruti,Ertiga,9,70000,Dealer,Petrol,Manual,16.02,1373,93.7,7,425000,12.959846800844963,6.071428571428571,196.14285714285714
Volkswagen Polo,Volkswagen,Polo,6,65869,Dealer,Petrol,Manual,16.2,1199,74.0,5,465000,13.049794835104816,7.059466516874402,239.8
Honda City,Honda,City,5,50000,Individual,Petrol,Manual,17.8,1497,117.3,5,660000,13.399996629152975,13.2,299.4
Maruti Wagon R,Maruti,Wagon R,7,51000,Dealer,CNG,Manual,32.52,998,58.33,5,245000,12.409017571151187,4.803921568627451,199.6
Maruti Swift Dzire,Maruti,Swift Dzire,12,68000,Dealer,Petrol,Manual,17.5,1298,85.8,5,210000,12.25486757159303,3.088235294117647,259.6
Honda City,Honda,City,6,63000,Dealer,Diesel,Manual,26.0,1498,98.6,5,575000,13.26212705890841,9.126984126984127,299.6
Hyundai Grand,Hyundai,Grand,4,32891,Dealer,Petrol,Manual,18.9,1197,82.0,5,450000,13.017005083966255,13.68155422455991,239.4
Mahindra Scorpio,Mahindra,Scorpio,5,51000,Dealer,Diesel,Manual,15.4,1997,120.0,7,960000,13.774689605110144,18.823529411764707,285.2857142857143
Honda CR-V,Honda,CR-V,6,80000,Dealer,Petrol,Automatic,13.7,1997,153.86,5,1375000,14.13396501635527,17.1875,399.4
Hyundai Creta,Hyundai,Creta,5,72000,Dealer,Diesel,Manual,19.67,1582,126.2,5,825000,13.623139877437296,11.458333333333334,316.4
Maruti Baleno,Maruti,Baleno,4,23000,Individual,Petrol,Manual,21.4,1197,83.1,5,550000,13.217675375388819,23.91304347826087,239.4
Renault Duster,Renault,Duster,8,58000,Dealer,Diesel,Manual,19.01,1461,108.45,5,415000,12.936036208848487,7.155172413793103,292.2
Honda City,Honda,City,15,57526,Dealer,Petrol,Manual,13.0,1343,90.0,5,90000,11.407576060361786,1.5645099607134165,268.6
BMW 3,BMW,3,12,74000,Dealer,Petrol,Automatic,12.05,1995,154.0,5,565000,13.244582780038517,7.635135135135135,399.0
Maruti Swift,Maruti,Swift,1,35000,Dealer,Petrol,Manual,22.0,1197,81.8,5,575000,13.26212705890841,16.428571428571427,239.4
Honda City,Honda,City,10,39000,Dealer,Petrol,Manual,17.0,1497,118.0,5,349000,12.762830066509972,8.948717948717949,299.4
Mahindra XUV500,Mahindra,XUV500,6,58000,Dealer,Diesel,Manual,16.0,2179,140.0,7,790000,13.579789490265188,13.620689655172415,311.2857142857143
Ford Figo,Ford,Figo,8,76091,Dealer,Diesel,Manual,20.0,1399,68.05,5,245000,12.409017571151187,3.2198288890933227,279.8
Maruti Alto,Maruti,Alto,5,30265,Dealer,CNG,Manual,30.46,796,47.3,5,295000,12.59473402514672,9.747232777135304,159.2
Toyota Innova,Toyota,Innova,9,39000,Dealer,Diesel,Manual,12.99,2494,100.0,7,650000,13.384729180332174,16.666666666666668,356.2857142857143
Honda Jazz,Honda,Jazz,9,40383,Dealer,Petrol,Manual,16.7,1198,88.8,5,325000,12.691583538230217,8.047940965257657,239.6
Honda City,Honda,City,10,70778,Dealer,Petrol,Manual,17.0,1497,118.0,5,360000,12.793862088206213,5.086326259572184,299.4
Maruti Baleno,Maruti,Baleno,3,32000,Dealer,Diesel,Manual,27.39,1248,74.0,5,615000,13.329379172803593,19.21875,249.6
Skoda Superb,Skoda,Superb,7,32000,Dealer,Petrol,Manual,13.1,1798,157.75,5,950000,13.76421831620775,29.6875,359.6
Maruti Swift Dzire,Maruti,Swift Dzire,5,39000,Dealer,Petrol,Manual,22.0,1197,81.8,5,495000,13.112315061750808,12.692307692307692,239.4
Honda City,Honda,City,6,58000,Dealer,Petrol,Manual,17.8,1497,117.3,5,620000,13.3374763699232,10.689655172413794,299.4
Hyundai Verna,Hyundai,Verna,3,11500,Dealer,Petrol,Manual,17.43,1396,105.5,5,825000,13.623139877437296,71.73913043478261,279.2
Maruti Alto,Maruti,Alto,11,40000,Individual,Petrol,Manual,19.7,796,46.3,5,170000,12.04355959836804,4.25,159.2
Toyota Innova,Toyota,Innova,4,52000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1450000,14.187074804051692,27.884615384615383,341.85714285714283
Ford Ecosport,Ford,Ecosport,5,53620,Trustmark Dealer,Petrol,Manual,15.85,1499,110.4,5,580000,13.270785106659046,10.816859380828049,299.8
Maruti Ciaz,Maruti,Ciaz,6,84000,Dealer,Diesel,Manual,26.21,1248,88.5,5,550000,13.217675375388819,6.5476190476190474,249.6
Hyundai i20,Hyundai,i20,3,69000,Dealer,Diesel,Manual,22.54,1396,88.73,5,660000,13.399996629152975,9.565217391304348,279.2
Maruti Swift Dzire,Maruti,Swift Dzire,9,48059,Dealer,Diesel,Manual,19.3,1248,73.9,5,353000,12.77422616877261,7.345138267546141,249.6
Hyundai Santro,Hyundai,Santro,12,63000,Dealer,Petrol,Manual,17.92,1086,62.1,5,125000,11.736077016252437,1.9841269841269842,217.2
Maruti Ciaz,Maruti,Ciaz,3,49000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,811000,13.606024566142413,16.551020408163264,274.6
Maruti Baleno,Maruti,Baleno,3,39000,Dealer,Petrol,Manual,21.4,1197,83.1,5,600000,13.304686600863562,15.384615384615385,239.4
Hyundai Grand,Hyundai,Grand,4,46000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,470000,13.060490101343552,10.217391304347826,239.4
Maruti Ciaz,Maruti,Ciaz,5,52000,Dealer,Diesel,Manual,28.09,1248,88.5,5,615000,13.329379172803593,11.826923076923077,249.6
Hyundai i10,Hyundai,i10,8,44000,Individual,Petrol,Manual,19.81,1086,68.05,5,230000,12.345838935721968,5.2272727272727275,217.2
Maruti Wagon R,Maruti,Wagon R,9,69000,Dealer,Petrol,Manual,21.79,998,67.05,5,300000,12.611541086966115,4.3478260869565215,199.6
Maruti Swift Dzire,Maruti,Swift Dzire,4,60000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,600000,13.304686600863562,10.0,249.6
Hyundai i20,Hyundai,i20,5,51334,Dealer,Petrol,Manual,18.6,1197,81.83,5,550000,13.217675375388819,10.714146569525072,239.4
Hyundai i10,Hyundai,i10,9,50000,Dealer,Petrol,Manual,20.36,1197,78.9,5,240000,12.388398368982115,4.8,239.4
Maruti Wagon R,Maruti,Wagon R,5,46613,Trustmark Dealer,Petrol,Manual,20.51,998,67.04,5,345000,12.75130259456002,7.4013687168815565,199.6
Hyundai Grand,Hyundai,Grand,4,21000,Dealer,Diesel,Manual,24.0,1186,73.97,5,455000,13.02805489573287,21.666666666666668,237.2
Maruti Baleno,Maruti,Baleno,3,19000,Dealer,Petrol,Manual,21.01,1197,81.8,5,585000,13.279368835614243,30.789473684210527,239.4
Hyundai Grand,Hyundai,Grand,6,41000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,540000,13.199326270390594,13.170731707317072,239.4
Honda City,Honda,City,13,100000,Individual,Petrol,Manual,17.7,1497,78.0,5,200000,12.206077645517674,2.0,299.4
Honda Amaze,Honda,Amaze,7,49000,Dealer,Petrol,Manual,18.0,1198,86.7,5,395000,12.886643575525625,8.061224489795919,239.6
Honda Jazz,Honda,Jazz,4,42000,Dealer,Petrol,Manual,18.7,1199,88.7,5,590000,13.28787951079572,14.047619047619047,239.8
